staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,Fixation.started,Fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,CorrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
88,0.5,2.0,91.42978059999996,,91.41422850000026,91.42978059999996,91.92978859999994,91.92978859999994,91.92978859999994,92.22977390000005,92.44715990000032,right,2.0,0,0,0.5159084000001712,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
89,0.5,2.5,92.4630661000001,,92.44722189999993,92.4630661000001,92.96306069999991,92.94615720000002,92.94615720000002,93.24632909999991,93.46406680000018,left,-2.5,1,1,0.5087125000000015,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
90,0.5,2.5,93.47957990000032,,93.46412200000032,93.47957990000032,93.97966580000002,93.97966580000002,93.97966580000002,94.27956140000015,94.47991420000017,right,2.5,0,0,0.49570959999982733,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
91,0.5,3.0,94.49606970000013,,94.47997520000035,94.49606970000013,94.99628930000017,94.97949640000024,94.97949640000024,95.27931590000026,95.5800621000003,right,3.0,0,0,0.5889130000000478,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
92,0.5,3.5,95.59557940000013,,95.58012210000015,95.59557940000013,96.0959828,96.07942030000004,96.07942030000004,96.37909370000034,96.96338430000014,right,3.5,0,0,0.8765442999997504,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
93,0.5,4.0,96.9791024000001,,96.96344279999994,96.9791024000001,97.47904400000016,97.46223330000021,97.46223330000021,97.76214759999993,98.19650100000035,left,-4.0,1,1,0.7226077000000259,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
94,0.5,4.0,98.21224470000016,,98.1965567000002,98.21224470000016,98.71223039999995,98.69547640000019,98.69547640000019,98.99565440000015,99.21296800000027,left,-4.0,1,1,0.5057621999999355,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
95,0.5,4.0,99.22888430000012,,99.21302540000033,99.22888430000012,99.72868130000006,99.71214520000012,99.71214520000012,100.01217100000031,100.27985459999991,left,-4.0,1,1,0.5665242000000035,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
96,0.5,3.5,100.29524740000033,,100.27991320000001,100.29524740000033,100.79535430000033,100.79535430000033,100.79535430000033,101.09558730000026,101.36287440000024,right,3.5,1,1,0.5557542000001376,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
97,0.5,3.5,101.37844949999999,,101.36293240000032,101.37844949999999,101.87852980000025,101.87852980000025,101.87852980000025,102.17845690000013,102.47937490000004,left,-3.5,1,1,0.5855406000000585,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
98,0.5,3.5,102.49516070000027,,102.47943190000024,102.49516070000027,102.99503270000014,102.99503270000014,102.99503270000014,103.29493070000035,103.46245590000035,left,-3.5,1,1,0.4619580000003225,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
99,0.5,3.0,103.47878680000031,,103.46251329999996,103.47878680000031,103.9781825,103.96168949999992,103.96168949999992,104.26155910000034,104.46251620000021,right,3.0,1,1,0.48651680000011766,Tanishka,001,2024-09-11_12h04.57.596,untitled,2024.1.5,None,2024-09-11 12h05.12.858963 +0530,
